From,mergedData,,
0xf17eecd5dd45b09291d9e4bf9fb208713859f217,0.9907478552,,0
0xf1703c935c8d5fc95b8e3c7686fc87369351c3d1,0.7628106657,,0
0xf148132545f7a1edd764032bed794280be5b5a2f,0.3225493165,,0
0xf1196bf726ed9227507f5a8b7c87ae177124db2b,56.58778697,,0
0xf0fec8d7931eac24957d135ea6d928fdd1756d0b,402.2928738,,0
0xf0fcb5b2ec2d511c4338f59528baafdaa1f3ff37,356.2366581,,0
0xf0e24fa528f281a1b19dd2e3c1f2e57d00c8031f,0.1371515687,,0
0xf0de256d741910bbe86173f02c795e1034cda0db,862.9560082,,0
0xf06a91c13a1c0b0beaaa24fa3b34581009c3172c,7531.912715,,0
0xf03c8c6a6ae736ab7089ffe1bbff5428ec44d91c,12316.27314,,0
0xf032f533a8814741345215a0710b0364953387a5,2615.634269,,0
0xf01e2ccc46bd8cfeec6515104a6479a027bf2168,23.75524308,,0
0xefdcea99cdb77ec4f0a474dda114a6f84a0f3823,15.27189648,,0
0xefc751a97494ce047c3fec020c7151b591385151,0,,0
0xefa0dc607ac4df0677ef80052205950bc577118c,12.35787436,,0
0xefa02c8703324d82b9d990962544b90298c0be7f,2313.726576,,0
0xef52f55116badd0b2f00af07421f6d57bbb98f22,0,,0
0xef330d6f0b4375c39d8ed3d0d690a5b69e9ecd0c,0,,0
0xef2c5093d2e45ee86c4554de3395ead31b56c89c,2929.964902,,0
0xef1f971561f46467e42f1bea2153768622fa182d,7820.357376,,0
0xeee27fcbc2cb6a053f40adc19a30c087ce2efcbb,524.9889638,,0
0xeeaa1e883c352edb52e583f341a7f1067f0bc8b5,0,,0
0xeddc3b3e4c1bd4ac98cc9b2931e2657e559c2be3,45221.08916,,0
0xeda0a8e62c0769cb9e6a1a7adb27e8702626fff4,21.3942484,,0
0xed9a912182745fe101ecb4291d00b802d982ba0f,69.63293832,,0
0xed740d3fb776aa6dd45e24fa01ea0bf51ffc9461,170.517595,,0
0xed6b3dc95e6e41156cde61a206668935d7e958a4,280.6377924,,0
0xed69b2cec0d899ecf890d83b09a646477fe20b49,0.1726633075,,0
0xed5847639328edd38e7ce934442ff4ee8e714f7c,63194.95307,,0.0000000001018634066
0xecfe760aacbcdd01ccb190882f730de10d7e6273,179.7823082,,0
0xecfc96ec96fdf856f1369342decb54474784d29b,965.9196085,,0
0xecb286e435256b948be1eb3e2c08fb9d6b979647,88.80484523,,0
0xeca88938abff4f6329fe99cf67709b392dd0f7cb,2301.501317,,0
0xec5b22756d0191fbbb4afffdd5ae2a660538d196,80.7558945,,0
0xec4d3bc45c22a4b86ae30b736440bd0276c13560,3868.834355,,0
0xebecc0a1eb0a05f3ce7100f20ec6b97cb93f0965,11.83019378,,0
0xebbeec84a813471dffd24469e3c509f1b86e9bac,0.5018399323,,0
0xeb7fb6094bb359f4784a161a2eac15ff4402d502,0.0008969769794,,0
0xeb7a12fe169c98748eb20ce8286eaccf4876643b,455.4227802,,0
0xeb7846ad58fbdac651830d5370a94488c06f282d,17633.73405,,0.0000000001018634066
0xeb6a38de2151ab7c2888596844388f2fc1cef76b,35.97376184,,0
0xeb63ee9c8be4c1d14c6d352fad5ca8f933be7af8,54779.40153,,0
0xeb46c99b8cd4f06b153493f7ca1c1c6fe2e26fdc,2562.941974,,0
0xeb4576fe753dab07635c0bb6c8f0a355e1db5d31,6258.033127,,0
0xeb2804b5840a210cd984886118971834276a54fc,649.1806664,,0
0xeb1b02ca1302746b9c71c845520a1b7e0ecd5777,0.8435093805,,0
0xeb179135bb8c7d147dfb8b216bc75d31ed48e42c,71.18876065,,0
0xeb0aa0d277312dda0260fe32a31ee3565af4bd20,0.6392966205,,0
0xeada6f19065e299666905136ab1f13c1cf744f1f,2345.269574,,0
0xeabb2ce5cf00b8acdab9497c548c77a377e2ca44,3358.391919,,0
0xea8d665651d7b3d429fe6bbf6f895456ee2b6b6d,35.73719746,,0
0xea84e1b96bbc06af9da27572f65f3a5740f32998,23826.31822,,0
0xea4568450e29e406a92661187ba334d465f4bebe,173.1786492,,0
0xea10f1b169d425b47254fc411cc144ed085b7421,20.00714706,,0
0xe9eab519e0c5708f0083c1d6d2742b16cca1ccf6,2729.850153,,0
0xe9db81a85fdc1f28239bdca8d3054ad39f44a8d5,6.297877872,,0
0xe9db674c5c9fa8dc325df1a370d3aacd85ff8848,5320.561584,,0
0xe9bef5f0348bc846b4ec078d9311e4ed714cd383,0.0456532315,,0
0xe9bbf31ecda8e47c9bfaf41eae26aa5dfbd728cb,54192.84739,,0
0xe9b8f3225983eef3653c3618f4d9dd7a8745a744,2870.398372,,0
0xe988d6fb17f483019178c982cf724b6fce9a2b85,286.0368768,,0
0xe97178f627268f4cead069237db9f50f66d17d97,46730.85086,,0
0xe939d186c9da1f3640a8a53a3df9deb643021ffe,139.5312921,,0
0xe90d4b9883282925710fcff88c15cdd5137e135e,185.5374292,,0
0xe8bda1a72b3aea5a1511acc694c5169f83d340bb,1461.921518,,0
0xe8a30a34ba93de71fcf77e2c4bb228e982976f42,99.61175366,,0
0xe8996228b2a7a7937af6ecb2bee5b99baba6af3c,1070.06889,,0
0xe88a832323ed7b3d29def7eb357ac308df3673c4,1725.801978,,0
0xe8872ffc643eeb6485bdc9b9525422342a640ca3,712.6124775,,0
0xe87c09608c6306cb72977ddf65bcbc8200cc9a96,247.9647421,,0
0xe86c5a184a83506793add87ad62d45a5fadad46e,0,,0
0xe83ff81e148b1dc5e12f18954e1c43816a5f2409,363.2482651,,0
0xe810e951e0c8e2a2f78f8452584063a8654606a1,317.8975337,,0
0xe7dc5975c4b151f099fdd6aad934e8b9324347b5,0,,0
0xe7d304a8bd5e5c27aa86c5bcafe2d834c4578367,667.0216622,,0
0xe74966699f70da4e8d3807cacbf62e2fc27eeca8,0,,0
0xe7250b214a98f36a78aaff673c40cee79dcb3f33,530.0641977,,0
0xe71fda8eb295d2603704fc2b0994e483671c33b4,225.5873496,,0
0xe6fa01f59b9a7378c947cf717e8d833fddc9c11b,964.527458,,0
0xe6dcbc0d664734b0fc0373472a96f9e6ec6ac2cf,143.0480198,,0
0xe69cce4c2b8e48fcbe9fe1125966aa160ec86e0e,161.002477,,0
0xe699e8334d901986d9ff6bc5ae4b44ae5122f1ee,374.4956713,,0
0xe66b290105f73dd5f38b25c7d4c86d2c5e5a37be,206.6574629,,0
0xe662daf9a8b677cc32d4f142f667876a3b01caba,7.340409139,,0
0xe5fcfca8519154ad9d73893e381db99fcafbf5af,114.2483217,,0
0xe5fae1a033ad8cb1355e8f19811380afd15b8bba,0,,0
0xe5aa47dbdab2973f539a29cbc89289e65d6a9b2a,64.28737916,,0
0xe598aff7c0e78ca83c932d0eda54330e1dffd403,0.02756659647,,0
0xe59104682a0015342fe51299cb83ec04172ac604,318.5040029,,0
0xe55fc584c965b1d3de55e4043e175115c43a300b,0,,0
0xe527dbb875fbf9b37d28b939e58b677db0e772a9,46.85044828,,0
0xe4cf8c6b01821d684c1445dae95135d014e15689,4355.12583,,0
0xe4a9b34921ce86bdde9cc2c4fd39ea4fa9d02856,0,,0
0xe45b0c5d1c5f2673d5ca8ddbc5c5cc8a1830f101,3046.727679,,0
0xe45190c933e08ed62fb8cffc0762ef28a4b2ada8,72.24477438,,0
0xe44fc78b68558ba406e22a4059a22b7ebfd62da0,583.1158775,,0
0xe449898f97a885b57d2d11f35ea26c689f9ebec0,4371.437598,,0
0xe40f813e1d88787e43e788f8a374c5615d5a75d7,36.12824999,,0
0xe4032d2e461fcbce946433522787e0d24d4a0b72,26.40055595,,0
0xe3da121c9ba5604b0b23e31cafbd5f984dd81022,2125.133348,,0
0xe3bb042f9cc751afaf7c14fc0b2848fae17cb08a,20674.92168,,0
0xe391534406f96ddacc1a53899a97d5493c959e92,1622.485198,,0
0xe33b746a030c3b3c512d274b05ea6e40772cf212,562.3677444,,0
0xe32e1adcdeb5664ff9a6d0a22253768aa71186ae,14.14851265,,0
0xe307e911991ed5df44920e648245c49573e6f779,2533.333421,,0
0xe3053cde2124eaa6103ddde8e5c6bd36c66f716e,3.389226655,,0
0xe2e23c12e3f15471c4e5f4c4e1b87cf6672e5ca5,8942.188242,,0
0xe2a8f676a31d59a91a8ce1e86c43e8a577fde478,101.6180221,,0
0xe29ce1ee78e2c4fbb1045a4d409f6077b21e0cdc,124.6471264,,0
0xe29a584389e602f41c2dd3256b1a755554c0c875,0,,0
0xe271d2d5e004350464e39bc644e93aa5f65c50f7,0.1876163045,,0
0xe22a851e4b5333c7cdc8422ad80bcbb7a640997a,0,,0
0xe2255aea86b7b11ca757f9721478008c599d4014,111.5334818,,0
0xe201e840c1c27f5e477dec69b4435eeebc94b9a0,0,,0
0xe1b0a9573000cd64b7fee668e8fa9fe62d21a8d6,1707.091189,,0
0xe1ab7b5638d56f550359f3e756e012ff6c6f8e1f,2191.497008,,0
0xe186713446003b7cd5fd64c697afb69f1352d27a,0.172238605,,0
0xe17e3a75901df9e5e15312e179912db7d0ac5e1a,379.1243374,,0
0xe17bf4d2a37c22b60cd42a67c6ca06866464d813,1400.512808,,0
0xe17a3d8399ebc55cc9c6b5719687b70d5fbf44a4,1.310387787,,0
0xe14a13b8eb93b6569a748ea57a1a97025fc82be9,67.46046295,,0
0xe1203eb9b539723007caae493b2d55c4b23e85e1,0,,0
0xe0ee681b35244a34242c5f570f79df8702730fa5,0.5441906452,,0
0xe0e924bbfd700cfc0b0d99e13456e032ec317415,2.246522439,,0
0xe0dac04325622994e6437e631c28602c8b1783d0,1337.179335,,0
0xe0cb7418638f1e66bb9d204eb34c59ecba552bc9,478.4614292,,0
0xe0ca9b1bd181e5007ae58a131049a002877626e7,78.97236374,,0
0xe0c61c63e5ce1fb74674822dee87823ce11e644e,0,,0
0xe0a86afb73c0922a50d4a985a25507ecda8a9b51,25.59880923,,0
0xe087e491aee404c189e893c0e06f3e23a8575ccc,1.304979429,,0
0xe07d7c0b98a498e44b9fbb87423b9f280736db25,31.83289177,,0
0xe0509c718cc507b1b541ebd97b765567eef42f6a,346.5280028,,0
0xe000802f5005ed958793e7f0520a766f583b70ab,0.003879667339,,0
0xdfdfdb3711c7f902c1d099f9a8ecdcbaba4607dc,1081.448899,,0
0xdfd17dc61f3fac23823d08df947f370239dd99e1,413.28077,,0
0xdfc8056a3375dffda7d7400bb39327960486fcd5,534.86976,,0
0xdf9e2288b48176b1f4b12548815decc09e9f2f79,1.83145772,,0
0xdf4be75f9c675ef83357b18d2dd8d0d69cb1e91c,5190.795657,,0
0xdf2c55b753a3fe57ff75ffbcb7cbcfa7f6426f0b,22.74670597,,0
0xdead8880d9d23b7268422d6ce265435362a1349b,77793.42159,,0
0xdea64a44c537f62b6d291d9366387e577f2f6b5a,87.9349339,,0
0xde57bfc67f8abeb883a778b8c2f6f51d7b0d95bf,40.89695993,,0
0xde3c0b11e86e2d1e4cd4c2d66276e1a1ca78babd,486.3826589,,0
0xde0aef70a7ae324045b7722c903aaaec2ac175f5,363.1508608,,0
0xddf169bf228e6d6e701180e2e6f290739663a784,5325151.437,,0.0000000009313225746
0xdd75b9fd0efeb37eaf6e29d53ff7418f3963d1ab,99.86485516,,0
0xdd526a8a650848da32cb823e8ebc2ba009d4cf8d,0.1040785966,,0
0xdd1c5aebd67f3c662fb6487df60cb5fdb1823a1a,232.9874032,,0
0xdcfc630f0510d13d6f200568fd449062f2aa4c72,10164.57028,,0
0xdcf711eb2915518747b50edcccde429614b6da81,2228.499619,,0
0xdcd24c3529a7028bdc1fa2ccd0b709ce8ff33a87,5724.389926,,0
0xdcc90b7dc756098364081c538ed02bcee2116e36,167.0552647,,0
0xdc7b2e87788022d0b1c28b2000c610e7706bd049,0,,0
0xdc768cb0e6fb5cd0ed346740eb0b4d5623f65137,39604.97786,,0
0xdc70eb4fd85892cc8f7e8b9eaac7d39669692fd5,5967.048149,,0
0xdc522fdd93118d9f92f5993e89fc14583c77bdde,52.40244342,,0
0xdc46bb979bf5102d78ece8e9a91dbaec932e756a,1434.841972,,0
0xdc28750295ee229d2a3d8975f8d83b0cdedcfe03,0,,0
0xdbf4a4874e5bf633d8628e5272f9965ec1ee4dd9,3968.150213,,0
0xdbf1d832d1e66ce1d8498d578364c0d7d0614c7b,1.215001828,,0
0xdbed5418bfb4949a8ebbb947a0aed8a28ee22d6c,303.9915343,,0
0xdbe8a352b8ca984f9a044794614ad8cf233a4f79,0.02267352106,,0
0xdbe44621c93e3c64987479ee1646426f38a05875,28071.29453,,0
0xdbb311a1a4f1c02989593ca70ba6e75300f9f12d,39.94986638,,0
0xdbaa2fbae299853e85f2a9a9881e16a7c63d2e47,1089.525687,,0
0xdb8e5ccaa30555e1bb4ede84ff5b5b07b1f33d9e,0,,0
0xdb73968c941a2aaa53681680de45a746f3fb1e30,2000,,-2000
0xdb73203d99079216272234f6070e3532dfd21b43,417.7305571,,0
0xdb611d682cb1ad72fcbacd944a8a6e2606a6d158,61.03335022,,0
0xdb59f54f833ee542ab4f99cb3cdd66cd1aa7b318,104912.015,,0
0xdb42f0eef26e832f1b1af7128a245d30756ec971,0.03370196301,,0
0xdb3ec7b16fd60fb4fdb58a438bd8af57d8d3a91c,23.64643579,,0
0xdb2edcc7880f0071959e2f6713cc335a6690fc84,101.1953096,,0
0xdb2b9d473014d8c6a5e55da92205199457ba6624,21951.67304,,0
0xdac81b592a8d2733b0c9b4883148a1aed9bb47cd,150.7907565,,0
0xdac11260ea26aa7ace35f846ab7e389bd50c75ad,2788.057204,,0
0xda90a6e5b488a617c49a412a198b8187b7e9c999,0,,0
0xda8c7916fe75eda958cb128a59535229d729679c,0.8633165376,,0
0xda5e2666f73a86c96ddb262394cb66f93c128eb1,3136.858175,,0
0xda4c20bb77eea27a47d27adabf2071328d93a67a,320.881055,,0
0xda2d96eadab3671d9dfc6b2901aa85e99f8f0eb3,36673.30645,,0
0xda228c399f9fb84571983ed5a0aaecdbec4ea649,4.363100365,,0
0xda00c4fec58dc0acce8fbdcd52428a7f66dcc433,327876.5938,,0
0xd9f3d4bb742af9feb8be2f629572e6baf09cc5cf,24.89733221,,0
0xd9d455a8b8b9aeda2da66c52b80c90ef423409df,71.41156265,,0
0xd99323742240c92175b31013c4687c549e1b7971,22.09971013,,0
0xd990157f4ea817778ca3d1b60f63fecfc1eaea47,4.123540034,,0
0xd946b3a3694864358dca0cd641d72263e032a0c8,101.1390462,,0
0xd93ec7e214c50fe64050d0a88002942f0e242659,19.16871736,,0
0xd9277f43bdfbbd18f5ba0adeb38f3ace2929e773,451.5067623,,0
0xd906464689f03edce79e64d7ce5529b0cc8211bf,0,,0
0xd8fe77c34f07f213efa8f620917f444b639b1677,99.25179987,,0
0xd8df817014beba1349400c2db250b2030ea0f26a,1870.095353,,0
0xd8d435492ca5c2cec8e50721b8d1b37bc246c895,0.6573692655,,0
0xd8c079348e16fc843dea505285d52d209c923d40,12.50946255,,0
0xd8a5fd37660ca987afb981ce35de0ccd5fff7d42,2574.618046,,0
0xd8a2cc4ee652625b02b8c2385705527458bdd9f8,305.8376814,,0
0xd87ecc6c74f486b044824a222326a96f696fcfa2,18699.41304,,0
0xd8716f6c4556506e4e2c89ef3c467e0cd9960f90,0,,0
0xd86b8df1277deabfbf00ce9151de845104f9aadd,25493.9281,,0
0xd8010f5abd418a691a7253a2a5232d29a1369fa6,8.597016345,,0
0xd7e630afcf128feb8b9071a8412914478c00c22a,866.9424605,,0
0xd7c0af6ea66d00214469cd7fa3dab694d499bc2b,0.01065472811,,0
0xd7b13a13a7b5f2dd07744de6f8f7c1daf03635bb,5.006970323,,0
0xd7972b7f3c94bba5d0dcf78b5edfdfb94e62e20d,9783.549746,,0
0xd728e6b2bd36b1c02d54291a68875bebae6d8424,39.4662591,,0
0xd6fd705ee0b31a9300d3e2154bcce777270cbb6f,6599.832906,,0
0xd6f8f76ef075e9b585a847b730c0531c1354671a,14494.08643,,0
0xd6edadcefedc0228f8a4d7e3e1bcc33b8efa70b2,1.708427845,,0
0xd6db41c4abda6d5644fa6b37684f8732203f3b4c,0,,0
0xd699661d340020fac955b227a913cd58aca68bf2,0,,0
0xd6980b8f28d0b6fa89b7476841e341c57508a3f6,12057.17691,,0
0xd68c9d2cd96463061e6ed0799bb100d87fe14802,1449.213695,,0
0xd6851f5a5ee1b6634dce41cf841efdd4cf81cd2b,530.4898293,,0
0xd67fcf4fd275416a19ef89b132b5b6938252beea,9.880772389,,0
0xd66164c4b658f3704b5caa67b33f07f3842ee063,146.1097384,,0
0xd64bf60cd08c748269bab4a165ed2324e61ba23b,120.9247158,,0
0xd645e1cbf208f0a930572e0457826137089be5c6,183.815759,,0
0xd6280e4c4075117d03eb864ccdcd73ea5c9912d0,176.7658562,,0
0xd5df58e36397b5ee36a9041b390cb1e2ac85002c,0.01850754616,,0
0xd59df9a9dc3fc2fd918de66df7d9d609368f00e7,14.45238153,,0
0xd59586b52f6f8c90c04c2b9718be7b2ac7d6cc61,65.34001207,,0
0xd570c4b9d38054cdea6dc30d1bd9bb1ccd281afe,1097.90611,,0
0xd56c4b4f242c36b3bb88e4589294625058f38df3,216.0717646,,0
0xd54f0acad7a8009e66248ecdf9b015f71a52faf4,2765.956272,,0
0xd54d23200e2bf7cb7a7d6792a55da1377a697799,2383.128727,,0
0xd535b09749a8e088dec071c43b738f8aadd0954e,760.5429226,,0
0xd524b4d4f2046f2a3f908787c311251d1c75cd63,102.8162498,,0
0xd4aeb7f67e0aee2ecb8ad45a8b9e89afea8a591e,471.5242838,,0
0xd4ac35f8bd79d31c61d9704eabb3195185ec7b63,88.07634998,,0
0xd497f700c48a9161fa94f74e9fe644c056d739b2,0,,0
0xd48697141684e3de10bc8e0ecf3c547864b2155f,46.91062138,,0
0xd4763882545c85dafc3d0cf077210fea8775f630,0.3157455459,,0
0xd36b3bf1dee993e6d6ebbe7679489d27ae3a40c7,1697.102413,,0
0xd36ac1b46cb03aedf8604507301d7f3ff6146566,3575.004478,,0
0xd31f6bcad59e7f4d6f00bcc9c786981d7b10abfb,97.80973805,,0
0xd30263d9141935c8532f3a5513ebfdbee816a1a7,5604.046751,,0
0xd2ee5f031500caec3a93bca13845acbde3745aac,889.0334753,,0
0xd2d4867b8886c0cfc3de5ccd5203ec66c6183764,1472.427204,,0
0xd24b23eb05997ad7eb9a87a9a6449f1e6a0d9d8e,517.1815778,,0
0xd210ae3ea4bb169163f4e9876109a2c204ad3a87,1094.534813,,0
0xd208cba3df6b4f6e0fc2df9fa10cd52dfd248f00,1269.717748,,0
0xd1f4cf428835a775916dd767e11553b5649eaf87,71.15027507,,0
0xd1ed7cd8bc1aa6bf73806474338cbfff4d50332c,118.5581552,,0
0xd1e4a32679216f4a4dd38e45dab9bc4b8a45e592,6977.456169,,0
0xd1da91997d3aa67957c881aa953ae47fefa9924b,0,,0
0xd1ba0e59b256f7d0d1e1165092bfb19a26517e2f,21228.78739,,0
0xd1b62db7ad09e615a4603e89c2f25fe8ad67e596,4.818163038,,0
0xd1736b66ff557732206a153528688a101a39f700,0.2288996596,,0
0xd11bcc0e7d44169a572da39ca6297d0dfa5c17fa,9794.357296,,0
0xd117b0659e941cac62fd854459b511c1f1ed27a6,944.2640526,,0
0xd0c575d4b1818b3e5d6757f43174680190ea7569,815.5932472,,0
0xd0c0e69fecba403b86c618eb967c980b1e57487c,0,,0
0xd097e117f1fadad65aeca97c02deeedf2ba41144,14063.69824,,0
0xd05b01070c4341137f4d1731bd4821336bf65f03,27.80441497,,0
0xd03f2653f3311e0077c929ef6031579ef0b75ad7,7405.998558,,0
0xd027e3bc1b4be983002119583d9453f7389d61fd,101.3811013,,0
0xd0018dc528e165c26b11737bf38dd184b1ce363e,173.6327801,,0
0xcff8097b146dc56f40bdf34e18e0283dd404765f,4.988007483,,0
0xcfe8ce9eece778b1f71555b56f7fcd68b17226a4,7186.298425,,0
0xcfdbc75a72e630d99b4b45039d2d2770a181313c,42.51612106,,0
0xcfc349f090267be8690d1981e74aa80cb3eb9469,0.1727299784,,0
0xcf9531bd014a3bc4f01ea90796ae25848742506d,0,,0
0xcf5a599892a1908a3d9e0c294a5e997447283fb9,599.3653333,,0
0xcf4e19fef1178d82e02accd35636d58b7f63daac,0.4365509579,,0
0xcf2c2fdc9a5a6fa2fc237dc3f5d14dd9b49f66a3,2013.051522,,0
0xced15fc2a8e421e0b16f5efb8fd0663cfb84932b,369.6157628,,0
0xcec1e02bb0d81d19d8ee6ecc723729feacd9a5c9,1.563687054,,0
